,cellid,modelname,state_sig,state_chan,MI,isolation,r,r_se,d,g,sp,state_chan_alt,d_amplitude,d_base,d_kappa,g_amplitude,g_base,g_kappa
10,ley046g-57-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,PASSIVE_2,0.010249980148604705,85.0,0.31671092494721054,0.014304056122307656,0.06996204662083717,0.6925370631824669,0.0,PASSIVE_2,0.7820737553354439,1.552490889743925,0.020998610759671736,0.7150074313754227,0.5143993422352832,-0.01022627484528113
11,ley046g-57-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,ACTIVE_2,0.009558497363305638,85.0,0.31671092494721054,0.014304056122307656,0.031998993349002296,-0.14978007669106871,0.0,ACTIVE_2,0.7820737553354439,1.552490889743925,0.020998610759671736,0.7150074313754227,0.5143993422352832,-0.01022627484528113
12,ley046g-57-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,PASSIVE_3,0.010106813156461584,85.0,0.31671092494721054,0.014304056122307656,0.023430033442060287,0.8643831079792077,0.0,PASSIVE_3,0.7820737553354439,1.552490889743925,0.020998610759671736,0.7150074313754227,0.5143993422352832,-0.01022627484528113
13,ley046g-53-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,baseline,,85.0,0.37732862588553984,0.017323793821694505,0.5104760091004376,0.6956728893190226,0.0,baseline,1.1953806528970419,3.3272405556643583,-0.2927638456049885,0.516822006376715,0.6379000836977953,0.2857298103896642
14,ley046g-53-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,pupil,0.0018767765094857766,85.0,0.37732862588553984,0.017323793821694505,0.007213493033694655,-0.0273973717690855,0.0,pupil,1.1953806528970419,3.3272405556643583,-0.2927638456049885,0.516822006376715,0.6379000836977953,0.2857298103896642
15,ley046g-53-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,ACTIVE_1,0.00034452220512838015,85.0,0.37732862588553984,0.017323793821694505,0.06293218802311099,1.0691574862520343,0.0,ACTIVE_1,1.1953806528970419,3.3272405556643583,-0.2927638456049885,0.516822006376715,0.6379000836977953,0.2857298103896642
16,ley046g-53-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,PASSIVE_1,-0.00012598384843687092,85.0,0.37732862588553984,0.017323793821694505,-0.2230146592852158,-1.7128844226379953,0.0,PASSIVE_1,1.1953806528970419,3.3272405556643583,-0.2927638456049885,0.516822006376715,0.6379000836977953,0.2857298103896642
17,ley046g-53-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,PASSIVE_2,0.008071833783924967,85.0,0.37732862588553984,0.017323793821694505,-0.018958140009045395,-0.8819630004668644,0.0,PASSIVE_2,1.1953806528970419,3.3272405556643583,-0.2927638456049885,0.516822006376715,0.6379000836977953,0.2857298103896642
18,ley046g-53-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,ACTIVE_2,0.008398484903312643,85.0,0.37732862588553984,0.017323793821694505,0.10841678795720414,0.7592680556179561,0.0,ACTIVE_2,1.1953806528970419,3.3272405556643583,-0.2927638456049885,0.516822006376715,0.6379000836977953,0.2857298103896642
19,ley046g-53-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,PASSIVE_3,0.00803878832812819,85.0,0.37732862588553984,0.017323793821694505,0.18907189701285712,1.8002590099315334,0.0,PASSIVE_3,1.1953806528970419,3.3272405556643583,-0.2927638456049885,0.516822006376715,0.6379000836977953,0.2857298103896642
20,ley042i-a1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,baseline,,99.0,0.666162047705872,0.017946851174006982,0.19455208191231502,1.0551338192139217,0.0,baseline,0.5863701322104871,1.0481065176405864,-0.0015604035434814067,0.6023491690514772,0.5673764046503117,0.059085823752753175
21,ley042i-a1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,pupil,-0.0012018483902311772,99.0,0.666162047705872,0.017946851174006982,-0.007519127363158347,0.024702970458430593,0.0,pupil,0.5863701322104871,1.0481065176405864,-0.0015604035434814067,0.6023491690514772,0.5673764046503117,0.059085823752753175
22,ley042i-a1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,ACTIVE_1,0.0005343289728345524,99.0,0.666162047705872,0.017946851174006982,0.012952739385639598,0.03497466422287098,0.0,ACTIVE_1,0.5863701322104871,1.0481065176405864,-0.0015604035434814067,0.6023491690514772,0.5673764046503117,0.059085823752753175
23,ley042i-a1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,PASSIVE_1,2.792596698075855e-05,99.0,0.666162047705872,0.017946851174006982,-0.0629560043178482,0.10768939155829023,0.0,PASSIVE_1,0.5863701322104871,1.0481065176405864,-0.0015604035434814067,0.6023491690514772,0.5673764046503117,0.059085823752753175
24,ley042i-a1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,ACTIVE_2,-0.0001304786588057677,99.0,0.666162047705872,0.017946851174006982,0.019340711931708263,-0.10172137937930051,0.0,ACTIVE_2,0.5863701322104871,1.0481065176405864,-0.0015604035434814067,0.6023491690514772,0.5673764046503117,0.059085823752753175
